Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
3338,1,bagEarth,0.5367600178,11.57063707,,,,,,,,,,
373,1,bagEarth,0.5367053286,11.69255777,,,,,,,,,,
702,1,bagEarth,0.5365758497,11.69714808,,,,,,,,,,
2371,1,bagEarth,0.5364696576,11.86269936,,,,,,,,,,
3113,1,bagEarth,0.5364527877,11.84073587,,,,,,,,,,
537,1,bagEarth,0.5363947684,12.38387669,,,,,,,,,,
836,1,bagEarth,0.5363086132,11.53055933,,,,,,,,,,
3394,1,bagEarth,0.5361622315,11.68695757,,,,,,,,,,
487,1,bagEarth,0.5360940919,11.58782067,,,,,,,,,,
1191,1,bagEarth,0.5360378508,11.63762428,,,,,,,,,,
74,1,bagEarth,0.5360161803,11.45674592,,,,,,,,,,
3353,1,bagEarth,0.5360012656,11.51657321,,,,,,,,,,
1160,1,bagEarth,0.5357281412,12.30399547,,,,,,,,,,
3807,1,bagEarth,0.535704338,11.89172359,,,,,,,,,,
3073,1,bagEarth,0.5356953484,11.72368298,,,,,,,,,,
2633,1,bagEarth,0.5356336095,11.77806788,,,,,,,,,,
2215,1,bagEarth,0.5354779017,11.62047095,,,,,,,,,,
3150,1,bagEarth,0.5354423773,11.56955611,,,,,,,,,,
610,1,bagEarth,0.5352994669,11.98363715,,,,,,,,,,
1689,1,bagEarth,0.5352869229,11.71355163,,,,,,,,,,
523,1,bagEarth,0.5350553748,12.05640103,,,,,,,,,,
1956,1,bagEarth,0.5350206042,12.03559674,,,,,,,,,,
369,1,bagEarth,0.5349708102,11.51999775,,,,,,,,,,
3993,1,bagEarth,0.5349599573,11.77589963,,,,,,,,,,
1289,1,bagEarth,0.5348875626,11.62685579,,,,,,,,,,
1980,1,bagEarth,0.5348532606,11.91683662,,,,,,,,,,
815,1,bagEarth,0.5348480974,11.7495299,,,,,,,,,,
2366,1,bagEarth,0.5348305248,12.88601556,,,,,,,,,,
3782,1,bagEarth,0.5348216834,11.59161152,,,,,,,,,,
400,1,bagEarth,0.5347805707,11.48931224,,,,,,,,,,
2490,1,bagEarth,0.5347770524,11.17932012,,,,,,,,,,
360,1,bagEarth,0.5347764885,11.43015366,,,,,,,,,,
765,1,bagEarth,0.5347316652,11.31285284,,,,,,,,,,
1106,1,bagEarth,0.5347292708,11.88712296,,,,,,,,,,
3894,1,bagEarth,0.5346269692,11.49117935,,,,,,,,,,
14,1,bagEarth,0.5345791494,11.60853971,,,,,,,,,,
1099,1,bagEarth,0.5345362324,11.77577889,,,,,,,,,,
2071,1,bagEarth,0.534058689,11.70364792,,,,,,,,,,
3709,1,bagEarth,0.5339599332,11.51676851,,,,,,,,,,
1523,1,bagEarth,0.5338264538,11.70978294,,,,,,,,,,
3597,1,bagEarth,0.533791704,11.63253566,,,,,,,,,,
2075,1,bagEarth,0.5337710444,12.07239429,,,,,,,,,,
229,1,bagEarth,0.5336743775,11.22342653,,,,,,,,,,
3999,1,bagEarth,0.5336709272,11.85995743,,,,,,,,,,
3581,1,bagEarth,0.5336427068,11.79677197,,,,,,,,,,
872,1,bagEarth,0.5335545054,11.56919813,,,,,,,,,,
2116,1,bagEarth,0.5334564008,11.20988889,,,,,,,,,,
3354,1,bagEarth,0.5334112689,12.00481941,,,,,,,,,,
3130,1,bagEarth,0.533403168,12.19495321,,,,,,,,,,
3384,1,bagEarth,0.5334008421,11.45664795,,,,,,,,,,
1885,1,bagEarth,0.5333777999,11.55695516,,,,,,,,,,
3605,1,bagEarth,0.5333663379,11.44294794,,,,,,,,,,
3497,1,bagEarth,0.5333497988,11.31580858,,,,,,,,,,
3504,1,bagEarth,0.5332994252,11.9836557,,,,,,,,,,
590,1,bagEarth,0.5332483122,11.65931829,,,,,,,,,,
1508,1,bagEarth,0.5332066324,11.60186796,,,,,,,,,,
2778,1,bagEarth,0.5331523395,11.82837017,,,,,,,,,,
947,1,bagEarth,0.5331078511,12.18155259,,,,,,,,,,
65,1,bagEarth,0.5330364107,11.3289538,,,,,,,,,,
2146,1,bagEarth,0.5329561672,11.85966894,,,,,,,,,,
290,1,bagEarth,0.5329167524,11.78842489,,,,,,,,,,
3336,1,bagEarth,0.5328481856,11.96247532,,,,,,,,,,
3172,1,bagEarth,0.5327183088,11.21333707,,,,,,,,,,
1752,1,bagEarth,0.5326303568,11.74092046,,,,,,,,,,
2090,1,bagEarth,0.5326303244,11.46206163,,,,,,,,,,
807,1,bagEarth,0.5326293257,12.05628779,,,,,,,,,,
3548,1,bagEarth,0.5325116754,11.80490685,,,,,,,,,,
