"id","Model","R2","MAE","RMSE","Dataset.seed","Training.seed","Threshold.scope","Imputation.scope"
247,"avNNet",0.62522709488076,0.0255798692662435,0.0323599405165673,247,1,"full_before_split","split_separate"
248,"avNNet",0.655531696410562,0.0264925595374315,0.0319129603000805,248,1,"full_before_split","split_separate"
249,"avNNet",0.616002120804891,0.0264124479548807,0.0331037446889686,249,1,"full_before_split","split_separate"
250,"avNNet",0.629043382656748,0.0271414841486903,0.0346775597239716,250,1,"full_before_split","split_separate"
251,"avNNet",0.69493809759605,0.0222966151131929,0.027857973009791,251,1,"full_before_split","split_separate"
252,"avNNet",0.589815828336943,0.0274175519566029,0.0352326985895939,252,1,"full_before_split","split_separate"
253,"avNNet",0.581884049682421,0.0273869272313204,0.0353998682750887,253,1,"full_before_split","split_separate"
254,"avNNet",0.591363170918754,0.0258797301083138,0.0330484973048129,254,1,"full_before_split","split_separate"
255,"avNNet",0.545798204154694,0.025535045671816,0.0336195546554208,255,1,"full_before_split","split_separate"
256,"avNNet",0.473499305354485,0.0288915890825439,0.0358658082792091,256,1,"full_before_split","split_separate"
257,"avNNet",0.603862429832939,0.0242956124823008,0.0312540233293407,257,1,"full_before_split","split_separate"
258,"avNNet",0.585556090682718,0.026836773506955,0.0330975606297857,258,1,"full_before_split","split_separate"
259,"avNNet",0.581460791556959,0.0274769807442714,0.0344257513200228,259,1,"full_before_split","split_separate"
260,"avNNet",0.575262882337556,0.0276214948619705,0.0334465048633251,260,1,"full_before_split","split_separate"
261,"avNNet",0.63856747137518,0.0230483292584598,0.028292548681311,261,1,"full_before_split","split_separate"
262,"avNNet",0.501749578934569,0.0285826012521911,0.0369681257736813,262,1,"full_before_split","split_separate"
263,"avNNet",0.595815014611733,0.0275913417907507,0.0345861600143739,263,1,"full_before_split","split_separate"
264,"avNNet",0.587930615314235,0.0270920570602845,0.034729209387807,264,1,"full_before_split","split_separate"
265,"avNNet",0.621068772608667,0.0240474839968662,0.0290316578280641,265,1,"full_before_split","split_separate"
266,"avNNet",0.587428432869837,0.0254220791809927,0.0325164398025126,266,1,"full_before_split","split_separate"
267,"avNNet",0.689497424874138,0.0229842301053412,0.0278354939836136,267,1,"full_before_split","split_separate"
268,"avNNet",0.524004765399203,0.0275440489755076,0.0349340562599995,268,1,"full_before_split","split_separate"
269,"avNNet",0.537326398591387,0.0288951129626172,0.036213662197438,269,1,"full_before_split","split_separate"
270,"avNNet",0.604510778820727,0.027152646950741,0.0334604712480565,270,1,"full_before_split","split_separate"
